write_delta_time;write_delta_data;write_debit
0.00270000000000081;18;13333.3333333293
0.00860000000000127;18;4186.04651162729
0.00259999999999749;18;13846.1538461672
0.00260000000000105;18;13846.1538461483
0.00260000000000105;47;36153.8461538316
0.00270000000000081;47;34814.8148148043
0.00259999999999749;47;36153.846153881
0.00260000000000105;47;36153.8461538316
0.00300000000000011;18;11999.9999999995
0.0103000000000009;18;3495.14563106767
0.00349999999999895;18;10285.7142857174
0.00329999999999941;18;10909.0909090928
0.00290000000000035;47;32413.7931034444
0.00280000000000058;47;33571.4285714216
0.00260000000000105;47;36153.8461538316
0.00249999999999773;47;37600.0000000342
0.00400000000000134;18;8999.999999997
0.0116000000000014;18;3103.4482758617
0.00319999999999965;18;11250.0000000012
0.00339999999999918;18;10588.2352941202
0.00339999999999918;47;27647.0588235361
0.00329999999999941;47;28484.8484848535
0.00340000000000273;47;27647.0588235072
0.00349999999999895;47;26857.1428571509
0.00319999999999965;18;11250.0000000012
0.00290000000000035;18;12413.7931034468
0.00300000000000011;18;11999.9999999995
0.00309999999999988;18;11612.9032258069
0.00290000000000035;47;32413.7931034444
0.00369999999999848;47;25405.4054054158
0.00499999999999901;47;18800.0000000037
0.00270000000000081;47;34814.8148148043
0.00280000000000058;18;12857.1428571402
0.00250000000000128;18;14399.9999999926
0.00259999999999749;18;13846.1538461672
0.00520000000000209;18;6923.07692307414
0.00329999999999941;47;28484.8484848535
0.00260000000000105;47;36153.8461538316
0.00319999999999965;47;29375.0000000032
0.00290000000000035;47;32413.7931034444
0.00259999999999749;37;28461.5384615659
0.00280000000000058;18;12857.1428571402
0.00250000000000128;20;15999.9999999918
0.962499999999999;20;41.5584415584416
0.0044000000000004;18;8181.81818181743
0.0283000000000015;37;2614.84098939915
0.967299999999998;37;76.5016023984288
0.00360000000000227;18;9999.9999999937
0.0275999999999996;20;1449.27536231886
0.968899999999998;20;41.283930230158
0.00509999999999877;37;14509.8039215721
0.0292999999999992;18;1228.66894197956
0.767400000000002;18;46.9116497263486
0.0174999999999983;23;2628.57142857168
0.180700000000002;37;409.518539014938
0.00460000000000349;20;8695.65217390645
0.0279999999999987;18;1285.71428571435
0.967399999999998;37;76.4936944387019
0.00450000000000017;20;8888.88888888855
0.0283999999999978;18;1267.60563380292
0.967000000000006;18;37.2285418821094
0.00379999999999825;20;10526.3157894785
0.0285000000000011;37;2596.49122807008
0.967700000000001;37;76.4699803658158
0.00479999999999592;18;7500.00000000638
0.0285000000000011;20;1403.50877192977
0.966700000000003;37;76.5490845143269
0.00379999999999825;20;10526.3157894785
0.0276999999999958;18;1299.63898916987
0.968200000000003;18;37.1824003305101
0.000999999999997669;20;40000.0000000932
0.999200000000002;18;36.0288230584467
0.00440000000000396;20;9090.90909090092
0.995399999999997;18;36.1663652802895
0.00450000000000017;20;8888.88888888855
0.9955;18;36.162732295329
0.00439999999999685;20;9090.9090909156
0.995600000000003;18;36.1591000401767
0.00430000000000064;20;9302.32558139397
0.995800000000003;18;36.1518377184173
0.00429999999999353;20;9302.32558140934
0.995800000000003;20;40.1687085760192
0.00430000000000064;18;8372.09302325457
0.995699999999999;18;36.1554685146129
0.00440000000000396;20;9090.90909090092
0.995599999999996;20;40.1767778224188
0.00430000000000064;18;8372.09302325457
0.995699999999999;20;40.1727427940143
0.00440000000000396;18;8181.81818181083
0.995599999999996;18;36.1591000401769
0.00419999999999732;20;9523.80952381561
0.995800000000003;20;40.1687085760192
0.00419999999999732;18;8571.42857143405
0.995900000000006;20;40.1646751681893
0.00369999999999493;18;9729.72972974306
0.996300000000005;18;36.1336946702799
0.00430000000000064;20;9302.32558139397
0.995699999999999;18;36.1554685146129
0.00499999999999545;20;8000.00000000728
0.995200000000004;18;36.1736334405143
0.00450000000000017;20;8888.88888888855
0.9953;18;36.1699989952778
0.00399999999999778;20;10000.0000000055
0.996000000000002;20;40.160642570281
0.004099999999994;18;8780.4878048909
0.995900000000006;20;40.1646751681893
0.004099999999994;18;8780.4878048909
0.995900000000006;20;40.1646751681893
0.004099999999994;18;8780.4878048909
0.156500000000001;37;472.84345047923
0.839600000000004;20;47.6417341591231
0.00399999999999778;18;9000.00000000499
0.995899999999999;18;36.1482076513707
0.00399999999999778;20;10000.0000000055
0.996000000000002;20;40.160642570281
0.00399999999999778;18;9000.00000000499
0.996000000000002;18;36.1445783132529
0.00399999999999778;20;10000.0000000055
0.996100000000006;18;36.1409497038448
0.0041000000000011;20;9756.09756097298
0.995799999999996;20;40.1687085760195
0.00399999999999778;18;9000.00000000499
0.996099999999998;20;40.1566107820501
0.00410000000000821;18;8780.48780486047
0.995999999999995;18;36.1445783132532
0.0035000000000025;20;11428.5714285633
0.996399999999994;18;36.1300682456847
0.00339999999999918;20;11764.7058823558
0.996600000000001;18;36.1228175797712
0.0035000000000025;20;11428.5714285633
0.986400000000003;20;40.5515004055149
0.00950000000000273;18;3789.47368420944
0.990399999999994;20;40.387722132472
0.00970000000000937;18;3711.34020618198
0.990399999999994;20;40.387722132472
0.00960000000000605;18;3749.99999999764
0.990799999999993;20;40.3714170367383
0.000900000000001455;18;39999.9999999353
0.998599999999996;20;40.056078509914
0.00970000000000937;18;3711.34020618198
0.990299999999991;20;40.3918004645061
0.00970000000000937;18;3711.34020618198
0.99069999999999;20;40.3754920763101
0.000900000000001455;18;39999.9999999353
0.998699999999999;20;40.0520676879944
0.0099000000000018;18;3636.36363636298
0.990099999999998;20;40.3999596000405
0.00979999999999848;18;3673.46938775567
0.990800000000007;18;36.3342753330639
0.00399999999999068;20;10000.0000000233
0.99560000000001;20;40.1767778224182
0.00969999999999516;18;3711.34020618742
0.990600000000001;18;36.3416111447607
0.0035000000000025;20;11428.5714285633
0.996499999999998;18;36.1264425489213
0.00339999999999918;20;11764.7058823558
0.996600000000001;20;40.1364639775235
0.0035000000000025;18;10285.7142857069
0.996700000000004;20;40.1324370422392
0.00349999999998829;18;10285.7142857487
0.996600000000001;20;40.1364639775235
0.00450000000000728;18;7999.99999998707
0.9953;20;40.1888877725309
0.004099999999994;18;8780.4878048909
0.995900000000006;18;36.1482076513704
0.0035000000000025;20;11428.5714285633
0.996399999999994;18;36.1300682456847
0.00339999999999918;20;11764.7058823558
0.996700000000004;18;36.1191933380153
0.0035000000000025;20;11428.5714285633
0.99669999999999;18;36.1191933380158
0.00440000000000396;20;9090.90909090092
0.995500000000007;18;36.1627322953287
0.00349999999998829;20;11428.5714286097
0.996500000000012;20;40.1404917210231
0.00339999999999918;18;10588.2352941202
0.996499999999998;20;40.1404917210237
0.0035000000000025;18;10285.7142857069
0.99669999999999;20;40.1324370422398
0.0035000000000025;18;10285.7142857069
0.996499999999998;20;40.1404917210237
0.0035000000000025;18;10285.7142857069
0.996499999999998;20;40.1404917210237
0.00339999999999918;18;10588.2352941202
0.996500000000012;18;36.1264425489208
0.00339999999999918;20;11764.7058823558
0.99669999999999;20;40.1324370422398
0.00339999999999918;18;10588.2352941202
0.996600000000001;18;36.1228175797712
0.0035000000000025;20;11428.5714285633
0.996600000000001;20;40.1364639775235
0.0035000000000025;18;10285.7142857069
0.996399999999994;20;40.144520272983
0.00410000000000821;18;8780.48780486047
0.995999999999995;20;40.1606425702813
0.004099999999994;18;8780.4878048909
0.995900000000006;20;40.1646751681893
0.004099999999994;18;8780.4878048909
0.995800000000003;20;40.1687085760192
0.00410000000000821;18;8780.48780486047
0.995999999999995;20;40.1606425702813
0.004099999999994;18;8780.4878048909
0.995800000000003;20;40.1687085760192
0.00410000000000821;18;8780.48780486047
0.995999999999995;20;40.1606425702813
0.00480000000000302;18;7499.99999999528
0.9953;20;40.1888877725309
0.00399999999999068;18;9000.00000002097
0.996000000000009;18;36.1445783132527
0.00399999999999068;20;10000.0000000233
0.996000000000009;20;40.1606425702808
0.00390000000000157;18;9230.76923076552
0.996099999999998;18;36.1409497038451
0.00399999999999068;20;10000.0000000233
0.995900000000006;20;40.1646751681893
0.004099999999994;18;8780.4878048909
0.996000000000009;20;40.1606425702808
0.00419999999999732;18;8571.42857143405
0.995800000000003;20;40.1687085760192
0.004099999999994;18;8780.4878048909
0.996200000000002;20;40.1525798032523
0.00419999999999732;18;8571.42857143405
0.995500000000007;18;36.1627322953287
0.00399999999999068;20;10000.0000000233
0.996100000000013;18;36.1409497038445
0.00399999999999068;20;10000.0000000233
0.996000000000009;20;40.1606425702808
0.004099999999994;18;8780.4878048909
0.995900000000006;18;36.1482076513704
0.00419999999999732;20;9523.80952381561
0.995899999999992;18;36.1482076513709
0.00410000000000821;20;9756.09756095608
0.995800000000003;18;36.1518377184173
0.004099999999994;20;9756.09756098989
0.995900000000006;20;40.1646751681893
0.00430000000000064;18;8372.09302325457
0.995699999999999;18;36.1554685146129
0.004099999999994;20;9756.09756098989
0.995999999999995;20;40.1606425702813
0.00400000000000489;18;8999.999999989
0.995900000000006;20;40.1646751681893
0.00399999999999068;18;9000.00000002097
0.996099999999998;20;40.1566107820501
0.00400000000000489;18;8999.999999989
0.996200000000002;20;40.1525798032523
0.0035000000000025;18;10285.7142857069
0.996399999999994;20;40.144520272983
0.00400000000000489;18;8999.999999989
0.995999999999995;18;36.1445783132532
0.00400000000000489;20;9999.99999998778
0.995899999999992;18;36.1482076513709
0.0035000000000025;20;11428.5714285633
0.996600000000001;18;36.1228175797712
0.00329999999999586;20;12121.2121212273
0.996600000000001;20;40.1364639775235
0.00430000000000064;18;8372.09302325457
0.995800000000003;18;36.1518377184173
0.00419999999999732;20;9523.80952381561
0.995900000000006;20;40.1646751681893
0.00469999999998549;18;7659.57446810875
0.995300000000015;20;40.1888877725303
0.00399999999999068;18;9000.00000002097
0.996000000000009;18;36.1445783132527
0.0035000000000025;20;11428.5714285633
0.996499999999998;18;36.1264425489213
0.00399999999999068;20;10000.0000000233
0.996100000000013;18;36.1409497038445
0.0035000000000025;20;11428.5714285633
0.996399999999994;18;36.1300682456847
0.00380000000001246;20;10526.3157894392
0.996199999999988;18;36.1373218229276
0.004099999999994;20;9756.09756098989
0.995900000000006;18;36.1482076513704
0.0035000000000025;20;11428.5714285633
0.996499999999998;18;36.1264425489213
0.004099999999994;20;9756.09756098989
0.995900000000006;20;40.1646751681893
0.004099999999994;18;8780.4878048909
0.996000000000009;18;36.1445783132527
0.0035000000000025;20;11428.5714285633
0.996700000000004;18;36.1191933380153
0.00459999999998217;20;8695.65217394674
0.995100000000008;20;40.1969651291324
0.004099999999994;18;8780.4878048909
0.996000000000009;18;36.1445783132527
0.0035000000000025;20;11428.5714285633
0.996600000000001;18;36.1228175797712
0.0035000000000025;20;11428.5714285633
0.996499999999998;18;36.1264425489213
0.004099999999994;20;9756.09756098989
0.995900000000006;18;36.1482076513704
0.00440000000000396;20;9090.90909090092
0.995599999999996;18;36.1591000401769
0.00369999999998072;20;10810.8108108671
0.996800000000007;20;40.1284109149275
0.00430000000000064;18;8372.09302325457
0.995300000000015;18;36.1699989952773
0.000900000000001455;20;44444.4444443726
0.999199999999973;20;40.0320256204975
0.00430000000000064;18;8372.09302325457
0.995600000000024;18;36.1591000401759
0.00430000000000064;20;9302.32558139397
0.995699999999999;18;36.1554685146129
0.00439999999997553;20;9090.90909095964
0.995600000000024;20;40.1767778224177
0.00430000000000064;18;8372.09302325457
0.995699999999999;18;36.1554685146129
0.00430000000000064;20;9302.32558139397
0.995699999999999;18;36.1554685146129
0.00439999999997553;20;9090.90909095964
0.169900000000013;35;412.007062978192
0.00819999999998799;35;8536.58536586616
0.00410000000002242;35;17073.170731614
0.0535999999999888;35;1305.97014925401
0.00329999999999586;35;21212.1212121478
0.00329999999999586;35;21212.1212121478
0.00530000000000541;35;13207.5471697978
0.00390000000001578;35;17948.7179486453
0.0029999999999859;35;23333.333333443
0.00260000000000105;35;26923.0769230661
0.00260000000000105;35;26923.0769230661
0.0156000000000063;35;4487.17948717768
0.0199000000000069;35;3517.58793969727
0.030099999999976;35;2325.58139535069
0.0197000000000003;35;3553.29949238574
0.0304000000000144;35;2302.63157894628
0.0199000000000069;35;3517.58793969727
0.0298999999999978;35;2341.13712374599
0.0198999999999785;35;3517.58793970229
0.0301000000000045;35;2325.58139534849
0.0199000000000069;35;3517.58793969727
0.0304000000000144;35;2302.63157894628
0.0197999999999752;35;3535.35353535797
0.0304000000000144;35;2302.63157894628
0.00110000000000809;35;63636.3636358954
0.0183999999999855;35;3804.34782608995
0.0301000000000045;35;2325.58139534849
0.0202999999999918;35;3448.27586207036
0.0298999999999978;35;2341.13712374599
0.019599999999997;35;3571.42857142913
0.0303000000000111;35;2310.23102310146
0.0320000000000107;35;2187.49999999927
0.0181999999999789;35;3846.15384615831
0.00110000000000809;35;63636.3636358954
0.0186999999999955;35;3743.31550802229
0.0305000000000177;35;2295.08196721178
0.0193999999999903;35;3608.24742268221
0.0297999999999945;35;2348.99328859104
0.0203000000000202;35;3448.27586206554
0.0297999999999945;35;2348.99328859104
0.0198000000000036;35;3535.35353535289
0.030699999999996;35;2280.13029315991
0.00119999999998299;35;58333.3333341601
0.0191000000000088;35;3664.9214659669
0.00100000000000477;18;35999.9999998281
0.00499999999999545;20;8000.00000000728
0.0233000000000061;35;3004.29184549278
0.0199000000000069;35;3517.58793969727
0.030099999999976;35;2325.58139535069
0.0200000000000102;35;3499.99999999821
0.0353000000000065;35;1983.00283286082
0.014899999999983;35;4697.98657718656
0.0303000000000111;35;2310.23102310146
0.019599999999997;35;3571.42857142913
0.0298999999999978;35;2341.13712374599
0.0198000000000036;35;3535.35353535289
0.0302000000000078;35;2317.88079470139
0.0201999999999884;35;3465.34653465545
0.0296000000000163;35;2364.86486486356
0.0200999999999851;35;3482.58706467919
0.0307999999999993;35;2272.72727272733
0.00530000000000541;35;13207.5471697978
0.00520000000000209;35;13461.538461533
0.0189000000000021;35;3703.70370370328
0.0197000000000003;35;3553.29949238574
0.0302000000000078;35;2317.88079470139
0.0199999999999818;35;3500.00000000318
0.0298999999999978;35;2341.13712374599
0.0200000000000102;35;3499.99999999821
0.0302000000000078;35;2317.88079470139
0.019599999999997;35;3571.42857142913
0.030399999999986;35;2302.63157894843
0.0200000000000102;35;3499.99999999821
0.0302000000000078;35;2317.88079470139
0.0194999999999936;35;3589.74358974476
0.0302000000000078;35;2317.88079470139
0.0198999999999785;35;3517.58793970229
0.0380000000000109;35;1842.10526315737
0.0121000000000038;35;5785.12396694034
0.000900000000001455;35;77777.777777652
0.0294999999999845;35;2372.88135593345
0.019599999999997;35;3571.42857142913
0.0298999999999978;35;2341.13712374599
0.0201000000000136;35;3482.58706467427
0.0300000000000011;35;2333.33333333324
0.0200000000000102;35;3499.99999999821
0.030099999999976;35;2325.58139535069
0.0203000000000202;35;3448.27586206554
0.00109999999997967;35;63636.3636375396
0.0186000000000206;20;2150.53763440622
0.000900000000001455;18;39999.9999999353
0.00879999999997949;35;7954.54545456399
0.0203000000000202;35;3448.27586206554
0.0300000000000011;35;2333.33333333324
0.0198999999999785;35;3517.58793970229
0.0298999999999978;35;2341.13712374599
0.0201000000000136;35;3482.58706467427
0.0302000000000078;35;2317.88079470139
0.0201999999999884;35;3465.34653465545
0.000900000000001455;35;77777.777777652
0.0287000000000148;35;2439.02439024264
0.0204999999999984;35;3414.63414634173
0.0294999999999845;35;2372.88135593345
0.0200000000000102;35;3499.99999999821
0.0300000000000011;35;2333.33333333324
0.0199999999999818;35;3500.00000000318
0.0298999999999978;35;2341.13712374599
0.0200000000000102;35;3499.99999999821
0.0301000000000045;35;2325.58139534849
0.0199000000000069;35;3517.58793969727
0.0301000000000045;35;2325.58139534849
0.0199999999999818;35;3500.00000000318
0.0301000000000045;35;2325.58139534849
0.0199000000000069;35;3517.58793969727
0.0298999999999978;35;2341.13712374599
0.0206000000000017;35;3398.0582524269
0.00110000000000809;35;63636.3636358954
0.00819999999998799;35;8536.58536586616
0.0209000000000117;35;3349.28229664884
0.0291999999999746;35;2397.26027397469
0.0201000000000136;35;3482.58706467427
0.0301000000000045;35;2325.58139534849
0.0198000000000036;35;3535.35353535289
0.0371999999999844;35;1881.72043010832
0.052899999999994;35;1323.25141776953
0.00330000000002428;35;21212.1212119651
0.0064999999999884;35;10769.23076925
0.0305999999999926;35;2287.58169934696
0.0194999999999936;35;3589.74358974476
0.0300000000000011;35;2333.33333333324
0.0200000000000102;35;3499.99999999821
0.0301000000000045;35;2325.58139534849
0.0201999999999884;35;3465.34653465545
0.0304000000000144;35;2302.63157894628
0.00119999999998299;35;58333.3333341601
0.00830000000001974;18;4337.34939758005
0.00189999999997781;20;21052.6315791933
0.00780000000000314;35;8974.35897435536
0.0304000000000144;35;2302.63157894628
0.0199000000000069;35;3517.58793969727
0.0298999999999978;35;2341.13712374599
0.0200999999999851;35;3482.58706467919
0.0302000000000078;35;2317.88079470139
0.0337000000000103;35;2077.15133531094
0.0165999999999826;35;4216.86746988393
0.00110000000000809;35;63636.3636358954
0.0183000000000106;35;3825.13661201963
0.0300000000000011;35;2333.33333333324
0.0197999999999752;35;3535.35353535797
0.0303000000000111;35;2310.23102310146
0.0198000000000036;35;3535.35353535289
0.0302999999999827;35;2310.23102310363
0.0199000000000069;35;3517.58793969727
0.030699999999996;35;2280.13029315991
0.00110000000000809;35;63636.3636358954
0.00550000000001205;35;12727.2727272448
0.012599999999992;35;5555.5555555591
0.0297999999999945;35;2348.99328859104
0.0203999999999951;35;3431.37254902043
0.0304000000000144;35;2302.63157894628
0.019299999999987;35;3626.94300518379
0.0302000000000078;35;2317.88079470139
0.0200000000000102;35;3499.99999999821
0.0297999999999945;35;2348.99328859104
0.0203999999999951;35;3431.37254902043
0.0297999999999945;35;2348.99328859104
0.0197000000000003;35;3553.29949238574
0.0304000000000144;35;2302.63157894628
0.0198000000000036;35;3535.35353535289
0.0304999999999893;35;2295.08196721392
0.0199000000000069;35;3517.58793969727
0.030699999999996;35;2280.13029315991
0.00119999999998299;35;58333.3333341601
0.00620000000000687;35;11290.3225806327
0.0223000000000013;35;3139.01345291461
0.0190000000000055;35;3684.21052631473
0.030399999999986;35;2302.63157894843
0.0198000000000036;35;3535.35353535289
0.0300000000000011;35;2333.33333333324
0.0199000000000069;35;3517.58793969727
0.0305999999999926;35;2287.58169934696
0.0194000000000187;35;3608.24742267693
0.0105999999999824;20;3773.58490566664
0.00100000000000477;18;35999.9999998281
0.018400000000014;35;3804.34782608407
0.0200999999999851;35;3482.58706467919
0.0298999999999978;35;2341.13712374599
0.0203999999999951;35;3431.37254902043
0.0298000000000229;35;2348.9932885888
0.0198999999999785;35;3517.58793970229
0.030699999999996;35;2280.13029315991
0.0246000000000208;35;2845.52845528214
0.00469999999998549;35;14893.6170213226
0.0202000000000169;35;3465.34653465057
0.0198999999999785;35;3517.58793970229
0.0298999999999978;35;2341.13712374599
0.0202000000000169;35;3465.34653465057
0.0300000000000011;35;2333.33333333324
0.0198000000000036;35;3535.35353535289
0.0301000000000045;35;2325.58139534849
0.0201999999999884;35;3465.34653465545
0.000900000000001455;35;77777.777777652
0.028899999999993;35;2422.14532872031
0.0198000000000036;35;3535.35353535289
0.0301000000000045;35;2325.58139534849
0.0200000000000102;35;3499.99999999821
0.030099999999976;35;2325.58139535069
0.0197000000000003;35;3553.29949238574
